999,Wels,,1,48.168,14.021, 318
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/30/2005,07:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,1.3,E,8,0.9,E,8,97,E,8,973,E,8,234,E,8,2.2,E,8,-9990,0,0,-9990,0,0,0.990,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,08:00,5,213,0,3,10,0,3,20,0,3,10,0,3,10,0,3,20,0,3,10,-9990,0,0,10,E,8,9,E,8,1.3,E,8,1.3,E,8,100,E,8,973,E,8,230,E,8,1.6,E,8,-9990,0,0,-9990,0,0,1.017,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,09:00,169,1407,8,3,10,0,3,20,8,3,10,925,3,10,2,3,20,925,3,10,-9990,0,0,10,E,8,9,E,8,1.4,E,8,1.4,E,8,100,E,8,973,E,8,225,E,8,2.2,E,8,-9990,0,0,-9990,0,0,1.027,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,10:00,345,1407,18,3,10,0,3,20,18,3,10,2250,3,10,0,3,20,2250,3,10,-9990,0,0,10,E,8,9,E,8,1.6,E,8,1.1,E,8,96,E,8,973,E,8,224,E,8,1.7,E,8,-9990,0,0,-9990,0,0,1.002,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,11:00,476,1407,28,3,10,0,3,20,28,3,10,3463,3,10,0,3,20,3463,3,10,-9990,0,0,10,E,8,9,E,8,1.8,E,8,1.3,E,8,96,E,8,973,E,8,218,E,8,1.3,E,8,-9990,0,0,-9990,0,0,1.013,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,12:00,553,1407,32,3,10,0,3,20,32,3,10,4029,3,10,0,3,20,4029,3,10,-9990,0,0,10,E,8,9,E,8,1.9,E,8,0.8,E,8,92,E,8,973,E,8,234,E,8,0.6,E,8,-9990,0,0,-9990,0,0,0.983,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,13:00,570,1407,34,3,10,0,3,20,34,3,10,4183,3,10,0,3,20,4183,3,10,-9990,0,0,10,E,8,9,E,8,1.9,E,8,1.4,E,8,96,E,8,973,E,8,244,E,8,0.4,E,8,-9990,0,0,-9990,0,0,1.023,E,8,0.111,E,8,0.20,E,8,1,-9990,0,0
01/30/2005,14:00,527,1407,269,3,10,297,3,20,157,3,10,27856,3,10,24790,3,20,18577,3,10,-9990,0,0,6,E,8,6,E,8,3.5,E,8,2.2,E,8,91,E,8,973,E,8,250,E,8,1.1,E,8,-9990,0,0,-9990,0,0,1.081,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,15:00,425,1407,203,3,10,289,3,20,116,3,10,20942,3,10,23812,3,20,13746,3,10,-9990,0,0,6,E,8,5,E,8,4.3,E,8,1.1,E,8,80,E,8,973,E,8,267,E,8,0.8,E,8,-9990,0,0,-9990,0,0,1.003,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,16:00,273,1407,113,3,10,229,3,20,68,3,10,11362,3,10,17088,3,20,8047,3,10,-9990,0,0,6,E,8,5,E,8,4.4,E,8,1.2,E,8,79,E,8,973,E,8,246,E,8,0.6,E,8,-9990,0,0,-9990,0,0,1.008,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,17:00,39,611,10,3,10,0,3,20,10,3,10,0,3,10,0,3,20,0,3,10,-9990,0,0,6,E,8,6,E,8,3.9,E,8,1.2,E,8,82,E,8,973,E,8,281,E,8,0.8,E,8,-9990,0,0,-9990,0,0,1.010,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,18:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,7,E,8,3.9,E,8,1.4,E,8,84,E,8,973,E,8,269,E,8,1.2,E,8,-9990,0,0,-9990,0,0,1.023,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,19:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,7,E,8,3.9,E,8,2.0,E,8,87,E,8,973,E,8,239,E,8,1.4,E,8,-9990,0,0,-9990,0,0,1.067,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,20:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,7,E,8,3.9,E,8,2.1,E,8,88,E,8,973,E,8,256,E,8,3.3,E,8,-9990,0,0,-9990,0,0,1.078,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,21:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,7,E,8,3.9,E,8,1.6,E,8,85,E,8,973,E,8,189,E,8,1.7,E,8,-9990,0,0,-9990,0,0,1.036,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,22:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,7,E,8,3.9,E,8,2.3,E,8,89,E,8,973,E,8,237,E,8,2.8,E,8,-9990,0,0,-9990,0,0,1.091,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,23:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,7,E,8,3.9,E,8,2.4,E,8,90,E,8,973,E,8,186,E,8,3.5,E,8,-9990,0,0,-9990,0,0,1.097,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/30/2005,24:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,7,E,8,3.9,E,8,1.7,E,8,85,E,8,973,E,8,119,E,8,2.6,E,8,-9990,0,0,-9990,0,0,1.043,E,8,0.111,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,01:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,4.0,E,8,1.3,E,8,82,E,8,973,E,8,205,E,8,4.2,E,8,-9990,0,0,-9990,0,0,1.013,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,02:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,4.1,E,8,2.2,E,8,87,E,8,973,E,8,46,E,8,3.7,E,8,-9990,0,0,-9990,0,0,1.081,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,03:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,4.2,E,8,1.7,E,8,84,E,8,973,E,8,133,E,8,4.2,E,8,-9990,0,0,-9990,0,0,1.046,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,04:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,4.3,E,8,1.4,E,8,82,E,8,973,E,8,65,E,8,2.4,E,8,-9990,0,0,-9990,0,0,1.023,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,05:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,4.3,E,8,1.0,E,8,79,E,8,973,E,8,216,E,8,2.8,E,8,-9990,0,0,-9990,0,0,0.998,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,06:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,4.4,E,8,2.0,E,8,84,E,8,973,E,8,186,E,8,2.0,E,8,-9990,0,0,-9990,0,0,1.065,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,07:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,4.4,E,8,2.8,E,8,89,E,8,973,E,8,237,E,8,1.7,E,8,-9990,0,0,-9990,0,0,1.130,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,08:00,6,227,1,3,10,0,3,20,1,3,10,0,3,10,0,3,20,0,3,10,-9990,0,0,10,E,8,9,E,8,4.5,E,8,3.0,E,8,90,E,8,973,E,8,188,E,8,1.9,E,8,-9990,0,0,-9990,0,0,1.142,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,09:00,173,1407,29,3,10,0,3,20,29,3,10,3190,3,10,0,3,20,3190,3,10,-9990,0,0,10,E,8,9,E,8,5.3,E,8,3.6,E,8,89,E,8,973,E,8,226,E,8,2.6,E,8,-9990,0,0,-9990,0,0,1.194,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,10:00,350,1407,66,3,10,0,3,20,66,3,10,7306,3,10,0,3,20,7306,3,10,-9990,0,0,10,E,8,9,E,8,6.2,E,8,4.0,E,8,85,E,8,973,E,8,151,E,8,2.4,E,8,-9990,0,0,-9990,0,0,1.224,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,11:00,482,1407,72,3,10,0,3,20,72,3,10,8227,3,10,0,3,20,8227,3,10,-9990,0,0,10,E,8,9,E,8,6.8,E,8,3.5,E,8,80,E,8,973,E,8,213,E,8,2.2,E,8,-9990,0,0,-9990,0,0,1.186,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,12:00,559,1407,128,3,10,0,3,20,128,3,10,14292,3,10,0,3,20,14292,3,10,-9990,0,0,10,E,8,9,E,8,7.8,E,8,2.8,E,8,71,E,8,973,E,8,240,E,8,1.7,E,8,-9990,0,0,-9990,0,0,1.125,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,13:00,576,1407,116,3,10,0,3,20,116,3,10,13091,3,10,0,3,20,13091,3,10,-9990,0,0,10,E,8,9,E,8,8.3,E,8,2.8,E,8,68,E,8,974,E,8,202,E,8,0.8,E,8,-9990,0,0,-9990,0,0,1.128,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,14:00,533,1407,109,3,10,0,3,20,109,3,10,12139,3,10,0,3,20,12139,3,10,-9990,0,0,10,E,8,9,E,8,8.6,E,8,3.0,E,8,67,E,8,974,E,8,249,E,8,0.3,E,8,-9990,0,0,-9990,0,0,1.142,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,15:00,431,1407,79,3,10,0,3,20,79,3,10,8787,3,10,0,3,20,8787,3,10,-9990,0,0,10,E,8,9,E,8,8.7,E,8,2.6,E,8,66,E,8,974,E,8,281,E,8,0.5,E,8,-9990,0,0,-9990,0,0,1.116,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,16:00,279,1407,60,3,10,0,3,20,60,3,10,6368,3,10,0,3,20,6368,3,10,-9990,0,0,10,E,8,9,E,8,8.6,E,8,2.7,E,8,66,E,8,974,E,8,239,E,8,0.5,E,8,-9990,0,0,-9990,0,0,1.122,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,17:00,42,631,9,3,10,0,3,20,9,3,10,0,3,10,0,3,20,0,3,10,-9990,0,0,10,E,8,9,E,8,8.1,E,8,1.9,E,8,65,E,8,974,E,8,261,E,8,0.8,E,8,-9990,0,0,-9990,0,0,1.063,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,18:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,7.7,E,8,1.5,E,8,65,E,8,974,E,8,260,E,8,1.6,E,8,-9990,0,0,-9990,0,0,1.034,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,19:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,7.4,E,8,1.4,E,8,65,E,8,974,E,8,277,E,8,2.0,E,8,-9990,0,0,-9990,0,0,1.021,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,20:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,7.1,E,8,0.5,E,8,63,E,8,974,E,8,230,E,8,3.0,E,8,-9990,0,0,-9990,0,0,0.958,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,21:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,6.7,E,8,-0.2,E,8,61,E,8,975,E,8,172,E,8,2.8,E,8,-9990,0,0,-9990,0,0,0.915,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,22:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,6.4,E,8,0.1,E,8,64,E,8,975,E,8,180,E,8,1.2,E,8,-9990,0,0,-9990,0,0,0.936,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
01/31/2005,23:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,5.9,E,8,2.9,E,8,81,E,8,975,E,8,263,E,8,1.4,E,8,-9990,0,0,-9990,0,0,1.137,E,8,0.124,E,8,0.20,E,8,1,-9990,0,0
01/31/2005,24:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,5.7,E,8,2.7,E,8,81,E,8,975,E,8,250,E,8,1.0,E,8,-9990,0,0,-9990,0,0,1.121,E,8,0.124,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,01:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,5.2,E,8,3.2,E,8,87,E,8,974,E,8,246,E,8,1.7,E,8,-9990,0,0,-9990,0,0,1.162,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,02:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,4.7,E,8,2.7,E,8,87,E,8,974,E,8,138,E,8,0.4,E,8,-9990,0,0,-9990,0,0,1.122,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,03:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,4.2,E,8,2.4,E,8,88,E,8,975,E,8,179,E,8,2.0,E,8,-9990,0,0,-9990,0,0,1.100,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,04:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,4.0,E,8,2.5,E,8,90,E,8,975,E,8,155,E,8,1.7,E,8,-9990,0,0,-9990,0,0,1.104,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,05:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,3.6,E,8,1.8,E,8,88,E,8,975,E,8,87,E,8,1.4,E,8,-9990,0,0,-9990,0,0,1.052,E,8,0.099,E,8,0.20,E,8,1,-9990,0,0
02/01/2005,06:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,3.5,E,8,2.2,E,8,91,E,8,975,E,8,163,E,8,2.9,E,8,-9990,0,0,-9990,0,0,1.085,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,07:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,3.3,E,8,2.2,E,8,92,E,8,975,E,8,200,E,8,2.6,E,8,-9990,0,0,-9990,0,0,1.084,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,08:00,7,242,1,3,10,0,3,20,1,3,10,87,3,10,13,3,20,86,3,10,-9990,0,0,10,E,8,9,E,8,3.3,E,8,2.8,E,8,97,E,8,975,E,8,236,E,8,2.0,E,8,-9990,0,0,-9990,0,0,1.131,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,09:00,178,1406,48,3,10,18,3,20,46,3,10,5340,3,10,515,3,20,5274,3,10,-9990,0,0,10,E,8,9,E,8,4.0,E,8,2.8,E,8,92,E,8,975,E,8,189,E,8,2.9,E,8,-9990,0,0,-9990,0,0,1.126,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,10:00,356,1406,105,3,10,16,3,20,101,3,10,11671,3,10,1607,3,20,11265,3,10,-9990,0,0,10,E,8,9,E,8,4.8,E,8,2.4,E,8,85,E,8,975,E,8,153,E,8,1.1,E,8,-9990,0,0,-9990,0,0,1.098,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,11:00,487,1406,162,3,10,31,3,20,151,3,10,17929,3,10,2171,3,20,17176,3,10,-9990,0,0,10,E,8,9,E,8,5.6,E,8,2.0,E,8,78,E,8,976,E,8,168,E,8,1.0,E,8,-9990,0,0,-9990,0,0,1.069,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,12:00,565,1406,215,3,10,72,3,20,186,3,10,23720,3,10,6691,3,20,21033,3,10,-9990,0,0,10,E,8,9,E,8,6.4,E,8,1.4,E,8,70,E,8,976,E,8,140,E,8,1.7,E,8,-9990,0,0,-9990,0,0,1.023,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,13:00,582,1406,229,3,10,81,3,20,195,3,10,25303,3,10,7715,3,20,22108,3,10,-9990,0,0,10,E,8,9,E,8,7.0,E,8,1.8,E,8,69,E,8,976,E,8,351,E,8,1.5,E,8,-9990,0,0,-9990,0,0,1.051,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,14:00,539,1406,212,3,10,86,3,20,179,3,10,23455,3,10,8241,3,20,20296,3,10,-9990,0,0,10,E,8,9,E,8,7.3,E,8,1.8,E,8,68,E,8,976,E,8,70,E,8,1.5,E,8,-9990,0,0,-9990,0,0,1.055,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,15:00,438,1406,161,3,10,78,3,20,137,3,10,17751,3,10,7265,3,20,15490,3,10,-9990,0,0,10,E,8,9,E,8,7.4,E,8,3.2,E,8,75,E,8,976,E,8,69,E,8,3.4,E,8,-9990,0,0,-9990,0,0,1.161,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,16:00,285,1406,98,3,10,75,3,20,83,3,10,10754,3,10,4368,3,20,9868,3,10,-9990,0,0,10,E,8,9,E,8,7.1,E,8,3.1,E,8,76,E,8,976,E,8,230,E,8,3.2,E,8,-9990,0,0,-9990,0,0,1.157,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,17:00,45,651,13,3,10,0,3,20,13,3,10,1544,3,10,0,3,20,1544,3,10,-9990,0,0,10,E,8,9,E,8,6.4,E,8,3.6,E,8,82,E,8,976,E,8,220,E,8,3.2,E,8,-9990,0,0,-9990,0,0,1.196,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,18:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,6.0,E,8,3.2,E,8,82,E,8,976,E,8,232,E,8,4.4,E,8,-9990,0,0,-9990,0,0,1.160,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,19:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,5.6,E,8,3.0,E,8,83,E,8,976,E,8,241,E,8,5.4,E,8,-9990,0,0,-9990,0,0,1.142,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,20:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,5.1,E,8,2.8,E,8,85,E,8,976,E,8,237,E,8,4.1,E,8,-9990,0,0,-9990,0,0,1.130,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,21:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,4.7,E,8,2.4,E,8,85,E,8,976,E,8,251,E,8,3.8,E,8,-9990,0,0,-9990,0,0,1.095,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,22:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,4.3,E,8,1.5,E,8,82,E,8,976,E,8,262,E,8,4.6,E,8,-9990,0,0,-9990,0,0,1.030,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,23:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,3.8,E,8,1.6,E,8,85,E,8,976,E,8,236,E,8,3.6,E,8,-9990,0,0,-9990,0,0,1.035,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/01/2005,24:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,3.5,E,8,1.7,E,8,88,E,8,976,E,8,315,E,8,3.4,E,8,-9990,0,0,-9990,0,0,1.044,E,8,0.099,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,01:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,3.1,E,8,1.7,E,8,90,E,8,976,E,8,276,E,8,1.7,E,8,-9990,0,0,-9990,0,0,1.042,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,02:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,2.9,E,8,0.9,E,8,87,E,8,976,E,8,296,E,8,0.8,E,8,-9990,0,0,-9990,0,0,0.991,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,03:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,2.6,E,8,1.1,E,8,90,E,8,976,E,8,241,E,8,0.4,E,8,-9990,0,0,-9990,0,0,1.001,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,04:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,2.4,E,8,1.6,E,8,94,E,8,976,E,8,243,E,8,2.2,E,8,-9990,0,0,-9990,0,0,1.036,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,05:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,2.3,E,8,1.4,E,8,94,E,8,976,E,8,250,E,8,2.0,E,8,-9990,0,0,-9990,0,0,1.022,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,06:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,2.2,E,8,1.1,E,8,93,E,8,976,E,8,264,E,8,2.4,E,8,-9990,0,0,-9990,0,0,1.005,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,07:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,2.1,E,8,1.2,E,8,94,E,8,976,E,8,266,E,8,2.4,E,8,-9990,0,0,-9990,0,0,1.012,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,08:00,7,257,1,3,10,0,3,20,1,3,10,160,3,10,16,3,20,159,3,10,-9990,0,0,9,E,8,8,E,8,2.2,E,8,1.0,E,8,92,E,8,976,E,8,252,E,8,4.1,E,8,-9990,0,0,-9990,0,0,0.994,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,09:00,184,1406,67,3,10,170,3,20,45,3,10,7168,3,10,11241,3,20,5701,3,10,-9990,0,0,9,E,8,8,E,8,3.3,E,8,0.7,E,8,83,E,8,977,E,8,275,E,8,6.3,E,8,-9990,0,0,-9990,0,0,0.974,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,10:00,361,1406,142,3,10,140,3,20,107,3,10,15542,3,10,11841,3,20,12501,3,10,-9990,0,0,9,E,8,8,E,8,4.4,E,8,0.2,E,8,74,E,8,977,E,8,250,E,8,4.6,E,8,-9990,0,0,-9990,0,0,0.939,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,11:00,493,1406,166,3,10,45,3,20,150,3,10,18337,3,10,3684,3,20,17045,3,10,-9990,0,0,10,E,8,9,E,8,5.2,E,8,0.7,E,8,72,E,8,977,E,8,259,E,8,5.4,E,8,-9990,0,0,-9990,0,0,0.972,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,12:00,571,1406,276,3,10,260,3,20,171,3,10,29499,3,10,22482,3,20,20372,3,10,-9990,0,0,8,E,8,6,E,8,6.5,E,8,0.7,E,8,66,E,8,977,E,8,244,E,8,5.0,E,8,-9990,0,0,-9990,0,0,0.972,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,13:00,589,1406,196,3,10,54,3,20,173,3,10,21702,3,10,4758,3,20,19710,3,10,-9990,0,0,10,E,8,9,E,8,6.8,E,8,3.7,E,8,81,E,8,977,E,8,268,E,8,5.9,E,8,-9990,0,0,-9990,0,0,1.202,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,14:00,545,1406,326,3,10,487,3,20,137,3,10,34501,3,10,39386,3,20,19224,3,10,-9990,0,0,5,E,8,4,E,8,7.7,E,8,1.1,E,8,63,E,8,977,E,8,277,E,8,5.4,E,8,-9990,0,0,-9990,0,0,1.004,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
02/02/2005,15:00,444,1406,171,3,10,125,3,20,131,3,10,18693,3,10,10445,3,20,15394,3,10,-9990,0,0,9,E,8,8,E,8,7.8,E,8,1.5,E,8,64,E,8,977,E,8,319,E,8,4.1,E,8,-9990,0,0,-9990,0,0,1.030,E,8,0.103,E,8,0.20,E,8,0,-9990,0,0
