999,Wels,,1,48.168,14.021, 318
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/01/2005,01:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,9.7,E,8,5.0,E,8,72,E,8,978,E,8,218,E,8,1.4,E,8,-9990,0,0,-9990,0,0,1.315,E,8,0.077,E,8,0.73,E,8,0,-9990,0,0
01/01/2005,02:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,9.0,E,8,4.9,E,8,75,E,8,978,E,8,252,E,8,1.0,E,8,-9990,0,0,-9990,0,0,1.304,E,8,0.077,E,8,0.72,E,8,0,-9990,0,0
01/01/2005,03:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,8.3,E,8,4.3,E,8,76,E,8,978,E,8,249,E,8,0.7,E,8,-9990,0,0,-9990,0,0,1.249,E,8,0.077,E,8,0.70,E,8,0,-9990,0,0
01/01/2005,04:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,8.0,E,8,4.0,E,8,76,E,8,978,E,8,265,E,8,1.1,E,8,-9990,0,0,-9990,0,0,1.226,E,8,0.077,E,8,0.69,E,8,0,-9990,0,0
01/01/2005,05:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,7.6,E,8,3.6,E,8,76,E,8,978,E,8,263,E,8,1.0,E,8,-9990,0,0,-9990,0,0,1.197,E,8,0.077,E,8,0.68,E,8,0,-9990,0,0
01/01/2005,06:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,7.3,E,8,3.8,E,8,78,E,8,978,E,8,252,E,8,1.3,E,8,-9990,0,0,-9990,0,0,1.209,E,8,0.077,E,8,0.66,E,8,0,-9990,0,0
01/01/2005,07:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,7.0,E,8,3.4,E,8,78,E,8,978,E,8,276,E,8,1.0,E,8,-9990,0,0,-9990,0,0,1.179,E,8,0.077,E,8,0.65,E,8,0,-9990,0,0
01/01/2005,08:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,6.8,E,8,3.0,E,8,77,E,8,978,E,8,237,E,8,1.7,E,8,-9990,0,0,-9990,0,0,1.147,E,8,0.077,E,8,0.64,E,8,0,-9990,0,0
01/01/2005,09:00,45,700,14,3,10,0,3,20,14,3,10,1680,3,10,0,3,20,1680,3,10,-9990,0,0,1,E,8,1,E,8,7.0,E,8,3.3,E,8,77,E,8,978,E,8,259,E,8,1.3,E,8,-9990,0,0,-9990,0,0,1.168,E,8,0.077,E,8,0.62,E,8,0,-9990,0,0
01/01/2005,10:00,259,1412,173,3,10,675,3,20,49,3,10,17467,3,10,52831,3,20,7768,3,10,-9990,0,0,1,E,8,1,E,8,8.5,E,8,3.6,E,8,71,E,8,978,E,8,298,E,8,3.3,E,8,-9990,0,0,-9990,0,0,1.197,E,8,0.077,E,8,0.59,E,8,0,-9990,0,0
01/01/2005,11:00,378,1412,243,3,10,620,3,20,77,3,10,25299,3,10,51739,3,20,11443,3,10,-9990,0,0,1,E,8,1,E,8,9.4,E,8,2.8,E,8,63,E,8,978,E,8,185,E,8,2.6,E,8,-9990,0,0,-9990,0,0,1.126,E,8,0.077,E,8,0.57,E,8,0,-9990,0,0
01/01/2005,12:00,443,1412,231,3,10,332,3,20,126,3,10,24636,3,10,29177,3,20,15477,3,10,-9990,0,0,6,E,8,5,E,8,9.8,E,8,2.8,E,8,62,E,8,978,E,8,271,E,8,2.4,E,8,-9990,0,0,-9990,0,0,1.132,E,8,0.077,E,8,0.55,E,8,0,-9990,0,0
01/01/2005,13:00,450,1412,113,3,10,2,3,20,113,3,10,12773,3,10,88,3,20,12745,3,10,-9990,0,0,10,E,8,9,E,8,9.5,E,8,2.8,E,8,63,E,8,978,E,8,235,E,8,2.8,E,8,-9990,0,0,-9990,0,0,1.133,E,8,0.077,E,8,0.53,E,8,0,-9990,0,0
01/01/2005,14:00,398,1412,93,3,10,0,3,20,93,3,10,10548,3,10,0,3,20,10548,3,10,-9990,0,0,10,E,8,9,E,8,9.1,E,8,2.6,E,8,63,E,8,978,E,8,148,E,8,3.0,E,8,-9990,0,0,-9990,0,0,1.110,E,8,0.077,E,8,0.50,E,8,0,-9990,0,0
01/01/2005,15:00,291,1412,77,3,10,6,3,20,76,3,10,8563,3,10,503,3,20,8460,3,10,-9990,0,0,1,E,8,1,E,8,8.8,E,8,2.7,E,8,65,E,8,977,E,8,190,E,8,2.4,E,8,-9990,0,0,-9990,0,0,1.119,E,8,0.077,E,8,0.49,E,8,0,-9990,0,0
01/01/2005,16:00,136,1412,28,3,10,0,3,20,28,3,10,3167,3,10,0,3,20,3167,3,10,-9990,0,0,1,E,8,1,E,8,8.4,E,8,3.1,E,8,69,E,8,977,E,8,221,E,8,3.7,E,8,-9990,0,0,-9990,0,0,1.153,E,8,0.077,E,8,0.46,E,8,0,-9990,0,0
01/01/2005,17:00,2,149,1,3,10,0,3,20,1,3,10,0,3,10,0,3,20,0,3,10,-9990,0,0,3,E,8,2,E,8,7.9,E,8,3.3,E,8,72,E,8,977,E,8,126,E,8,2.6,E,8,-9990,0,0,-9990,0,0,1.169,E,8,0.077,E,8,0.44,E,8,0,-9990,0,0
01/01/2005,18:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,7.5,E,8,3.3,E,8,74,E,8,977,E,8,200,E,8,3.0,E,8,-9990,0,0,-9990,0,0,1.167,E,8,0.077,E,8,0.43,E,8,0,-9990,0,0
01/01/2005,19:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,7.1,E,8,2.9,E,8,75,E,8,977,E,8,187,E,8,2.2,E,8,-9990,0,0,-9990,0,0,1.137,E,8,0.077,E,8,0.41,E,8,0,-9990,0,0
01/01/2005,20:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,6.7,E,8,2.8,E,8,76,E,8,976,E,8,236,E,8,2.2,E,8,-9990,0,0,-9990,0,0,1.131,E,8,0.077,E,8,0.40,E,8,0,-9990,0,0
01/01/2005,21:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,6.3,E,8,2.6,E,8,77,E,8,976,E,8,249,E,8,2.2,E,8,-9990,0,0,-9990,0,0,1.111,E,8,0.077,E,8,0.38,E,8,0,-9990,0,0
01/01/2005,22:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,5.8,E,8,1.9,E,8,76,E,8,976,E,8,210,E,8,1.3,E,8,-9990,0,0,-9990,0,0,1.062,E,8,0.077,E,8,0.37,E,8,0,-9990,0,0
01/01/2005,23:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,5,E,8,4,E,8,5.4,E,8,0.6,E,8,71,E,8,976,E,8,265,E,8,0.8,E,8,-9990,0,0,-9990,0,0,0.969,E,8,0.077,E,8,0.36,E,8,0,-9990,0,0
01/01/2005,24:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,5,E,8,4,E,8,5.0,E,8,0.8,E,8,74,E,8,976,E,8,216,E,8,0.7,E,8,-9990,0,0,-9990,0,0,0.983,E,8,0.077,E,8,0.35,E,8,0,-9990,0,0
01/02/2005,01:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,5,E,8,4,E,8,4.7,E,8,0.6,E,8,75,E,8,975,E,8,247,E,8,0.8,E,8,-9990,0,0,-9990,0,0,0.967,E,8,0.064,E,8,0.34,E,8,0,-9990,0,0
01/02/2005,02:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,5,E,8,4.3,E,8,0.0,E,8,74,E,8,975,E,8,220,E,8,2.4,E,8,-9990,0,0,-9990,0,0,0.929,E,8,0.064,E,8,0.33,E,8,0,-9990,0,0
01/02/2005,03:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,5,E,8,3.9,E,8,0.1,E,8,76,E,8,975,E,8,235,E,8,3.5,E,8,-9990,0,0,-9990,0,0,0.933,E,8,0.064,E,8,0.32,E,8,0,-9990,0,0
01/02/2005,04:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,6,E,8,3.7,E,8,0.0,E,8,76,E,8,975,E,8,110,E,8,3.0,E,8,-9990,0,0,-9990,0,0,0.926,E,8,0.064,E,8,0.31,E,8,0,-9990,0,0
01/02/2005,05:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,6,E,8,3.5,E,8,0.1,E,8,78,E,8,974,E,8,187,E,8,3.7,E,8,-9990,0,0,-9990,0,0,0.935,E,8,0.064,E,8,0.30,E,8,0,-9990,0,0
01/02/2005,06:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,6,E,8,3.3,E,8,0.1,E,8,79,E,8,974,E,8,125,E,8,2.8,E,8,-9990,0,0,-9990,0,0,0.932,E,8,0.064,E,8,0.29,E,8,0,-9990,0,0
01/02/2005,07:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,3.1,E,8,-0.1,E,8,79,E,8,974,E,8,187,E,8,3.3,E,8,-9990,0,0,-9990,0,0,0.920,E,8,0.064,E,8,0.29,E,8,0,-9990,0,0
01/02/2005,08:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,3.0,E,8,-0.8,E,8,76,E,8,974,E,8,119,E,8,1.6,E,8,-9990,0,0,-9990,0,0,0.880,E,8,0.064,E,8,0.28,E,8,0,-9990,0,0
01/02/2005,09:00,45,700,7,3,10,0,3,20,7,3,10,832,3,10,6,3,20,832,3,10,-9990,0,0,9,E,8,8,E,8,3.1,E,8,-1.0,E,8,74,E,8,974,E,8,264,E,8,1.9,E,8,-9990,0,0,-9990,0,0,0.864,E,8,0.064,E,8,0.28,E,8,0,-9990,0,0
01/02/2005,10:00,260,1412,44,3,10,0,3,20,44,3,10,5081,3,10,0,3,20,5081,3,10,-9990,0,0,10,E,8,9,E,8,3.5,E,8,-0.1,E,8,77,E,8,973,E,8,226,E,8,1.7,E,8,-9990,0,0,-9990,0,0,0.920,E,8,0.064,E,8,0.28,E,8,0,-9990,0,0
01/02/2005,11:00,379,1412,69,3,10,0,3,20,69,3,10,7907,3,10,0,3,20,7907,3,10,-9990,0,0,10,E,8,9,E,8,3.8,E,8,0.0,E,8,76,E,8,973,E,8,237,E,8,2.0,E,8,-9990,0,0,-9990,0,0,0.931,E,8,0.064,E,8,0.27,E,8,0,-9990,0,0
01/02/2005,12:00,445,1412,85,3,10,0,3,20,85,3,10,9758,3,10,0,3,20,9758,3,10,-9990,0,0,10,E,8,9,E,8,4.0,E,8,0.5,E,8,78,E,8,973,E,8,256,E,8,1.3,E,8,-9990,0,0,-9990,0,0,0.964,E,8,0.064,E,8,0.27,E,8,0,-9990,0,0
01/02/2005,13:00,452,1412,80,3,10,0,3,20,80,3,10,9308,3,10,0,3,20,9308,3,10,-9990,0,0,10,E,8,9,E,8,4.1,E,8,0.4,E,8,77,E,8,973,E,8,266,E,8,2.4,E,8,-9990,0,0,-9990,0,0,0.953,E,8,0.064,E,8,0.26,E,8,0,-9990,0,0
01/02/2005,14:00,400,1412,68,3,10,0,3,20,68,3,10,7872,3,10,0,3,20,7872,3,10,-9990,0,0,10,E,8,9,E,8,4.1,E,8,0.3,E,8,76,E,8,973,E,8,241,E,8,2.8,E,8,-9990,0,0,-9990,0,0,0.948,E,8,0.064,E,8,0.25,E,8,0,-9990,0,0
01/02/2005,15:00,294,1412,54,3,10,0,3,20,54,3,10,6133,3,10,0,3,20,6133,3,10,-9990,0,0,10,E,8,9,E,8,4.1,E,8,0.9,E,8,80,E,8,973,E,8,195,E,8,1.7,E,8,-9990,0,0,-9990,0,0,0.989,E,8,0.064,E,8,0.25,E,8,0,-9990,0,0
01/02/2005,16:00,139,1412,19,3,10,0,3,20,19,3,10,2258,3,10,0,3,20,2258,3,10,-9990,0,0,10,E,8,9,E,8,3.8,E,8,1.1,E,8,82,E,8,974,E,8,247,E,8,2.4,E,8,-9990,0,0,-9990,0,0,1.000,E,8,0.064,E,8,0.24,E,8,0,-9990,0,0
01/02/2005,17:00,3,159,0,3,10,0,3,20,0,3,10,0,3,10,0,3,20,0,3,10,-9990,0,0,10,E,8,9,E,8,3.5,E,8,1.7,E,8,88,E,8,974,E,8,201,E,8,1.7,E,8,-9990,0,0,-9990,0,0,1.045,E,8,0.064,E,8,0.24,E,8,0,-9990,0,0
01/02/2005,18:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,3.3,E,8,2.2,E,8,93,E,8,974,E,8,231,E,8,2.0,E,8,-9990,0,0,-9990,0,0,1.083,E,8,0.064,E,8,0.23,E,8,0,-9990,0,0
01/02/2005,19:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,2.9,E,8,1.7,E,8,92,E,8,974,E,8,242,E,8,1.1,E,8,-9990,0,0,-9990,0,0,1.044,E,8,0.064,E,8,0.23,E,8,1,-9990,0,0
01/02/2005,20:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,2.9,E,8,1.9,E,8,93,E,8,975,E,8,258,E,8,0.7,E,8,-9990,0,0,-9990,0,0,1.060,E,8,0.064,E,8,0.23,E,8,0,-9990,0,0
01/02/2005,21:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,2.7,E,8,2.4,E,8,98,E,8,975,E,8,243,E,8,0.5,E,8,-9990,0,0,-9990,0,0,1.097,E,8,0.064,E,8,0.22,E,8,0,-9990,0,0
01/02/2005,22:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,2.5,E,8,2.2,E,8,98,E,8,975,E,8,245,E,8,0.3,E,8,-9990,0,0,-9990,0,0,1.080,E,8,0.064,E,8,0.22,E,8,0,-9990,0,0
01/02/2005,23:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,2.2,E,8,1.9,E,8,98,E,8,976,E,8,267,E,8,0.2,E,8,-9990,0,0,-9990,0,0,1.063,E,8,0.064,E,8,0.22,E,8,0,-9990,0,0
01/02/2005,24:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,2.0,E,8,1.7,E,8,98,E,8,976,E,8,323,E,8,0.1,E,8,-9990,0,0,-9990,0,0,1.047,E,8,0.064,E,8,0.22,E,8,0,-9990,0,0
01/03/2005,01:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,1.9,E,8,1.6,E,8,98,E,8,976,E,8,299,E,8,0.1,E,8,-9990,0,0,-9990,0,0,1.041,E,8,0.055,E,8,0.21,E,8,0,-9990,0,0
01/03/2005,02:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,1.9,E,8,1.6,E,8,98,E,8,976,E,8,305,E,8,0.1,E,8,-9990,0,0,-9990,0,0,1.040,E,8,0.055,E,8,0.21,E,8,0,-9990,0,0
01/03/2005,03:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,1.9,E,8,1.6,E,8,98,E,8,977,E,8,302,E,8,0.2,E,8,-9990,0,0,-9990,0,0,1.039,E,8,0.055,E,8,0.21,E,8,0,-9990,0,0
01/03/2005,04:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,7,E,8,1.9,E,8,1.6,E,8,98,E,8,977,E,8,306,E,8,0.1,E,8,-9990,0,0,-9990,0,0,1.041,E,8,0.055,E,8,0.21,E,8,0,-9990,0,0
01/03/2005,05:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,7,E,8,2.0,E,8,1.7,E,8,98,E,8,977,E,8,309,E,8,0.2,E,8,-9990,0,0,-9990,0,0,1.043,E,8,0.055,E,8,0.21,E,8,0,-9990,0,0
01/03/2005,06:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,7,E,8,2.0,E,8,1.7,E,8,98,E,8,977,E,8,306,E,8,0.2,E,8,-9990,0,0,-9990,0,0,1.046,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,07:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,7,E,8,2.0,E,8,2.0,E,8,100,E,8,978,E,8,308,E,8,0.2,E,8,-9990,0,0,-9990,0,0,1.070,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,08:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,7,E,8,2.1,E,8,2.1,E,8,100,E,8,978,E,8,300,E,8,0.3,E,8,-9990,0,0,-9990,0,0,1.073,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,09:00,45,701,17,3,10,0,3,20,17,3,10,1982,3,10,0,3,20,1982,3,10,-9990,0,0,8,E,8,7,E,8,2.8,E,8,2.5,E,8,98,E,8,978,E,8,306,E,8,0.4,E,8,-9990,0,0,-9990,0,0,1.107,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,10:00,261,1412,118,3,10,322,3,20,58,3,10,12512,3,10,22099,3,20,8431,3,10,-9990,0,0,8,E,8,7,E,8,4.9,E,8,2.9,E,8,87,E,8,979,E,8,237,E,8,0.5,E,8,-9990,0,0,-9990,0,0,1.138,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,11:00,381,1412,174,3,10,291,3,20,95,3,10,18650,3,10,25255,3,20,11843,3,10,-9990,0,0,8,E,8,6,E,8,6.4,E,8,2.2,E,8,74,E,8,979,E,8,238,E,8,1.4,E,8,-9990,0,0,-9990,0,0,1.084,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,12:00,446,1412,221,3,10,358,3,20,108,3,10,23421,3,10,25763,3,20,15272,3,10,-9990,0,0,6,E,8,5,E,8,7.7,E,8,2.3,E,8,69,E,8,979,E,8,250,E,8,1.4,E,8,-9990,0,0,-9990,0,0,1.093,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,13:00,454,1412,243,3,10,458,3,20,96,3,10,26125,3,10,38064,3,20,13878,3,10,-9990,0,0,5,E,8,4,E,8,8.7,E,8,2.5,E,8,65,E,8,979,E,8,270,E,8,2.0,E,8,-9990,0,0,-9990,0,0,1.107,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,14:00,403,1412,184,3,10,225,3,20,120,3,10,19556,3,10,17072,3,20,14682,3,10,-9990,0,0,8,E,8,6,E,8,9.0,E,8,2.9,E,8,66,E,8,980,E,8,239,E,8,1.4,E,8,-9990,0,0,-9990,0,0,1.139,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,15:00,297,1412,203,3,10,568,3,20,83,3,10,20485,3,10,41577,3,20,11752,3,10,-9990,0,0,5,E,8,4,E,8,9.3,E,8,2.7,E,8,63,E,8,980,E,8,280,E,8,0.8,E,8,-9990,0,0,-9990,0,0,1.122,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,16:00,142,1412,77,3,10,465,3,20,30,3,10,7608,3,10,27610,3,20,4832,3,10,-9990,0,0,5,E,8,4,E,8,8.6,E,8,1.7,E,8,62,E,8,980,E,8,249,E,8,1.3,E,8,-9990,0,0,-9990,0,0,1.047,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,17:00,3,170,1,3,10,0,3,20,1,3,10,0,3,10,0,3,20,0,3,10,-9990,0,0,5,E,8,4,E,8,7.4,E,8,1.5,E,8,66,E,8,980,E,8,277,E,8,2.8,E,8,-9990,0,0,-9990,0,0,1.031,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,18:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,6.8,E,8,1.6,E,8,70,E,8,980,E,8,204,E,8,5.0,E,8,-9990,0,0,-9990,0,0,1.041,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,19:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,6.1,E,8,2.0,E,8,75,E,8,980,E,8,75,E,8,4.4,E,8,-9990,0,0,-9990,0,0,1.067,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,20:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,5.5,E,8,1.4,E,8,75,E,8,980,E,8,67,E,8,2.8,E,8,-9990,0,0,-9990,0,0,1.026,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,21:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,4.8,E,8,1.6,E,8,79,E,8,980,E,8,194,E,8,2.8,E,8,-9990,0,0,-9990,0,0,1.037,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,22:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,4.2,E,8,1.6,E,8,83,E,8,980,E,8,178,E,8,3.5,E,8,-9990,0,0,-9990,0,0,1.040,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,23:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,3.6,E,8,1.5,E,8,86,E,8,980,E,8,130,E,8,3.0,E,8,-9990,0,0,-9990,0,0,1.031,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,24:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,2.9,E,8,1.3,E,8,89,E,8,981,E,8,160,E,8,3.0,E,8,-9990,0,0,-9990,0,0,1.015,E,8,0.055,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,01:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,2.0,E,8,0.2,E,8,88,E,8,981,E,8,188,E,8,2.8,E,8,-9990,0,0,-9990,0,0,0.944,E,8,0.062,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,02:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,1.1,E,8,-0.3,E,8,91,E,8,981,E,8,195,E,8,2.8,E,8,-9990,0,0,-9990,0,0,0.910,E,8,0.062,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,03:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,0.1,E,8,-1.2,E,8,91,E,8,981,E,8,167,E,8,3.5,E,8,-9990,0,0,-9990,0,0,0.851,E,8,0.062,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,04:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,-0.5,E,8,-1.4,E,8,93,E,8,981,E,8,108,E,8,4.0,E,8,-9990,0,0,-9990,0,0,0.839,E,8,0.062,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,05:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,-1.0,E,8,-1.3,E,8,98,E,8,981,E,8,77,E,8,5.3,E,8,-9990,0,0,-9990,0,0,0.847,E,8,0.062,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,06:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,-1.6,E,8,-1.8,E,8,99,E,8,981,E,8,65,E,8,3.3,E,8,-9990,0,0,-9990,0,0,0.820,E,8,0.062,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,07:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,-2.0,E,8,-2.0,E,8,99,E,8,981,E,8,123,E,8,1.9,E,8,-9990,0,0,-9990,0,0,0.805,E,8,0.062,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,08:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,-2.3,E,8,-2.3,E,8,100,E,8,981,E,8,236,E,8,1.4,E,8,-9990,0,0,-9990,0,0,0.787,E,8,0.062,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,09:00,46,703,18,3,10,0,3,20,18,3,10,2031,3,10,0,3,20,2031,3,10,-9990,0,0,0,E,8,0,E,8,-1.9,E,8,-2.2,E,8,98,E,8,981,E,8,273,E,8,1.6,E,8,-9990,0,0,-9990,0,0,0.798,E,8,0.062,E,8,0.20,E,8,0,-9990,0,0
